frame,confidence,filename
62,0.9382309317588806,latest_crash.jpg
63,0.9674387574195862,latest_crash.jpg
64,0.9953069090843201,latest_crash.jpg
65,0.8677290081977844,latest_crash.jpg
66,0.8664129972457886,latest_crash.jpg
67,0.9781176447868347,latest_crash.jpg
68,0.9874469041824341,latest_crash.jpg
69,0.9883940815925598,latest_crash.jpg
70,0.7508513927459717,latest_crash.jpg
71,0.7488194704055786,latest_crash.jpg
77,0.9350523948669434,latest_crash.jpg
78,0.943766713142395,latest_crash.jpg
79,0.9039313793182373,latest_crash.jpg
80,0.9018144011497498,latest_crash.jpg
81,0.902338445186615,latest_crash.jpg
82,0.9789334535598755,latest_crash.jpg
83,0.971200704574585,latest_crash.jpg
84,0.9851645827293396,latest_crash.jpg
85,0.9602693915367126,latest_crash.jpg
86,0.965121328830719,latest_crash.jpg
87,0.9681732654571533,latest_crash.jpg
88,0.9517538547515869,latest_crash.jpg
89,0.9614846706390381,latest_crash.jpg
90,0.9856958985328674,latest_crash.jpg
91,0.9851372241973877,latest_crash.jpg
92,0.9781599640846252,latest_crash.jpg
93,0.9693537950515747,latest_crash.jpg
94,0.9672231078147888,latest_crash.jpg
95,0.9621202349662781,latest_crash.jpg
96,0.9706945419311523,latest_crash.jpg
97,0.9778884649276733,latest_crash.jpg
98,0.9800696969032288,latest_crash.jpg
99,0.9875702857971191,latest_crash.jpg
100,0.9873925447463989,latest_crash.jpg
101,0.9882622957229614,latest_crash.jpg
102,0.9868302941322327,latest_crash.jpg
103,0.9871177077293396,latest_crash.jpg
104,0.9863570928573608,latest_crash.jpg
105,0.985670804977417,latest_crash.jpg
106,0.9858735799789429,latest_crash.jpg
107,0.9750738739967346,latest_crash.jpg
108,0.9713322520256042,latest_crash.jpg
109,0.962978720664978,latest_crash.jpg
110,0.9723415374755859,latest_crash.jpg
111,0.981005072593689,latest_crash.jpg
112,0.9574540853500366,latest_crash.jpg
113,0.9425943493843079,latest_crash.jpg
114,0.9397783875465393,latest_crash.jpg
115,0.8903484344482422,latest_crash.jpg
116,0.930976152420044,latest_crash.jpg
117,0.9691435098648071,latest_crash.jpg
118,0.9645892977714539,latest_crash.jpg
119,0.9499490261077881,latest_crash.jpg
120,0.9571369886398315,latest_crash.jpg
121,0.9466499090194702,latest_crash.jpg
122,0.8337468504905701,latest_crash.jpg
123,0.7852944135665894,latest_crash.jpg
124,0.7582831978797913,latest_crash.jpg
125,0.8147963285446167,latest_crash.jpg
126,0.7132895588874817,latest_crash.jpg
127,0.761372447013855,latest_crash.jpg
128,0.7293867468833923,latest_crash.jpg
129,0.7497401237487793,latest_crash.jpg
130,0.6184969544410706,latest_crash.jpg
131,0.5174898505210876,latest_crash.jpg
132,0.5568140149116516,latest_crash.jpg
133,0.5422889590263367,latest_crash.jpg
134,0.7586589455604553,latest_crash.jpg
135,0.6357568502426147,latest_crash.jpg
136,0.6114360690116882,latest_crash.jpg
138,0.7931737899780273,latest_crash.jpg
139,0.9740793704986572,latest_crash.jpg
140,0.8909918665885925,latest_crash.jpg
141,0.9193426370620728,latest_crash.jpg
142,0.878208339214325,latest_crash.jpg
143,0.905552327632904,latest_crash.jpg
144,0.7613669037818909,latest_crash.jpg
145,0.8983644247055054,latest_crash.jpg
146,0.9051098823547363,latest_crash.jpg
147,0.9435929656028748,latest_crash.jpg
148,0.9228169918060303,latest_crash.jpg
149,0.945355236530304,latest_crash.jpg
150,0.9352044463157654,latest_crash.jpg
151,0.9719411730766296,latest_crash.jpg
152,0.9761631488800049,latest_crash.jpg
153,0.9754595160484314,latest_crash.jpg
154,0.9777382612228394,latest_crash.jpg
155,0.9785175323486328,latest_crash.jpg
156,0.9705414772033691,latest_crash.jpg
157,0.9779017567634583,latest_crash.jpg
158,0.9752897024154663,latest_crash.jpg
159,0.9857957363128662,latest_crash.jpg
160,0.9821135401725769,latest_crash.jpg
161,0.9752035737037659,latest_crash.jpg
162,0.9745859503746033,latest_crash.jpg
163,0.9815797805786133,latest_crash.jpg
164,0.9776180386543274,latest_crash.jpg
165,0.9779826998710632,latest_crash.jpg
166,0.976949155330658,latest_crash.jpg
167,0.9699122309684753,latest_crash.jpg
168,0.9550278186798096,latest_crash.jpg
169,0.966460108757019,latest_crash.jpg
170,0.9549593925476074,latest_crash.jpg
171,0.971491813659668,latest_crash.jpg
172,0.963494062423706,latest_crash.jpg
173,0.9630745053291321,latest_crash.jpg
174,0.9446942806243896,latest_crash.jpg
175,0.8943357467651367,latest_crash.jpg
176,0.9015300869941711,latest_crash.jpg
177,0.9330045580863953,latest_crash.jpg
178,0.7985444664955139,latest_crash.jpg
179,0.8995859622955322,latest_crash.jpg
180,0.9135162234306335,latest_crash.jpg
181,0.967828094959259,latest_crash.jpg
182,0.9548472166061401,latest_crash.jpg
183,0.9702160358428955,latest_crash.jpg
184,0.9725040793418884,latest_crash.jpg
188,0.519641101360321,latest_crash.jpg
190,0.6345869302749634,latest_crash.jpg
191,0.5024772882461548,latest_crash.jpg
